# raw base_link odometry (TUM format), robot's own estimator
1778755166.752900 -4.596716 -29.049442 0.301641 -0.033565 -0.005954 0.796788 0.603297
1778755166.805099 -4.596689 -29.049440 0.301667 -0.033536 -0.005927 0.796768 0.603326
1778755166.855306 -4.596689 -29.049408 0.301664 -0.033543 -0.005907 0.796758 0.603338
1778755166.908167 -4.596678 -29.049417 0.301644 -0.033531 -0.005878 0.796770 0.603323
1778755166.960963 -4.596714 -29.049416 0.301660 -0.033607 -0.005906 0.796804 0.603273
1778755167.016323 -4.596707 -29.049421 0.301650 -0.033580 -0.005914 0.796824 0.603248
1778755167.082632 -4.596688 -29.049421 0.301657 -0.033555 -0.005889 0.796767 0.603325
1778755167.121439 -4.596688 -29.049404 0.301629 -0.033565 -0.005877 0.796737 0.603365
1778755167.183479 -4.596696 -29.049414 0.301629 -0.033581 -0.005865 0.796761 0.603333
1778755167.228311 -4.596698 -29.049463 0.301630 -0.033555 -0.005925 0.796781 0.603307
1778755167.285753 -4.596684 -29.049427 0.301628 -0.033563 -0.005897 0.796710 0.603401
1778755167.335428 -4.596697 -29.049389 0.301617 -0.033590 -0.005874 0.796728 0.603375
1778755167.392884 -4.596710 -29.049412 0.301637 -0.033597 -0.005906 0.796732 0.603370
1778755167.442434 -4.596719 -29.049442 0.301642 -0.033577 -0.005942 0.796751 0.603345
1778755167.496429 -4.596726 -29.049429 0.301643 -0.033606 -0.005923 0.796743 0.603354
1778755167.547488 -4.596719 -29.049391 0.301647 -0.033609 -0.005879 0.796655 0.603471
1778755167.601993 -4.596693 -29.049393 0.301649 -0.033600 -0.005856 0.796692 0.603422
1778755167.658900 -4.596722 -29.049395 0.301633 -0.033645 -0.005848 0.796699 0.603410
1778755167.707933 -4.596723 -29.049402 0.301636 -0.033644 -0.005866 0.796714 0.603390
1778755167.763591 -4.596734 -29.049364 0.301624 -0.033677 -0.005844 0.796666 0.603453
1778755167.817858 -4.596736 -29.049355 0.301621 -0.033705 -0.005836 0.796640 0.603486
1778755167.871763 -4.596739 -29.049379 0.301630 -0.033673 -0.005852 0.796685 0.603427
1778755167.923702 -4.596730 -29.049398 0.301640 -0.033654 -0.005861 0.796695 0.603415
1778755167.978635 -4.596714 -29.049374 0.301640 -0.033624 -0.005829 0.796639 0.603491
1778755168.039975 -4.596705 -29.049358 0.301654 -0.033637 -0.005826 0.796665 0.603456
1778755168.087975 -4.596720 -29.049400 0.301645 -0.033618 -0.005864 0.796669 0.603452
1778755168.144505 -4.596706 -29.049437 0.301635 -0.033574 -0.005876 0.796650 0.603480
1778755168.207641 -4.596693 -29.049421 0.301639 -0.033566 -0.005870 0.796629 0.603508
1778755168.249078 -4.596687 -29.049395 0.301618 -0.033585 -0.005815 0.796591 0.603557
1778755168.312383 -4.596714 -29.049406 0.301607 -0.033617 -0.005869 0.796621 0.603516
1778755168.356161 -4.596711 -29.049421 0.301625 -0.033595 -0.005876 0.796688 0.603429
